Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
pramitmedicalstore.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
heylink.me,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
gibbcoinc.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
steamproxy.net,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
joinngrubwa.itsaol.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
joeypmemorialfoundation.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
tsb-recipient.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
impotspublicservice.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
whatsapp-kadeoo.25u.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
disq.us,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
nathasa.000webhostapp.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
sfr.provad.fr,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
tronchy.fr:443,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
greatmusica.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
estetika2z.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
lloydbank-help-deregister-device-gb.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
unitus.mk.ua,0,0,1,11,0,0,0,0,1,1,1,1,0,0,1,0,1
microsoft.igvc.link,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
midshopping.ro,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
email.2020cycling.cc,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
swiftbids.co.uk,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
photographybyallen.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
content43532522.texservis.su,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
dasopa.000webhostapp.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
demo.asc925.com,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
hmp.me,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
maheshvalue.net,0,0,1,11,0,0,0,0,1,1,1,1,0,0,1,0,1
atmaeco.com.br,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
dzd.rksmb.org,0,0,1,5,0,0,1,0,1,0,1,1,0,0,1,0,1
nocontent-eqmzdzcl.velocityhub.com,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
westexstones.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
svkmmumbai-my.sharepoint.com,0,0,1,7,0,0,1,1,1,0,1,1,0,0,1,0,1
glighting-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
security-live-update.mncwnbicaiocasfhoqecxmka.xyz,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
51.fi,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
aib-onlinebanking-support.com,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1
lgin-manageservicesupport.sign.brktlkm.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
lloydbanking-devicesupport.com,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
ecomcrew.staging.wpengine.com,0,1,1,6,0,0,1,0,1,1,1,1,1,0,1,0,1
windowshost404902.s3-ap-southeast-1.amazonaws.com,0,1,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
uwezakenya.org,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
betcupum.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
uibc.com.hk,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
activityeventsskinmlbb.zzux.com,0,0,1,2,0,0,1,0,1,0,1,1,0,0,1,0,1
hotwhatsappviral.ddns.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
uploads-ssl.webflow.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
advancedlearningdynamics.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
amazon-check-co-jp.u8v.top,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
rakutoen-uqve.cc,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
the-ly.com,0,0,0,3,0,0,0,1,1,1,1,1,0,0,1,0,1
fb.com-l0020p0wls.mentoriran.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
polen-esquadrias.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
joingrupwa.whatsapp-18.se.ke,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
albertinograca.cv,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
duffelbagadventures.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
blog.cotiabank.paypal-login.us,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
exchangedictionary.com,0,0,1,7,0,0,0,0,1,0,1,1,0,0,1,0,1
tenetmicrosoft.skaps.com,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
betasusgirdi.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
faacebooktesting123.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
support-my-new-payment.com,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
34.237.242.35.bc.googleusercontent.com,0,0,1,4,0,0,1,0,1,1,1,1,0,0,1,0,1
app.surveymethods.com,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
13.66.28.137,0,0,1,2,1,0,0,0,1,1,1,1,0,0,1,0,1
aggiorna-estensione-sicurezza.000webhostapp.com,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
redirect.viglink.com,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1
heylink.me,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
ht.ly,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
ukgov-refund.net,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
frrewbhstzimb2021ccuremaiil.000webhostapp.com,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
ionos.de.kundeserver6.gateway43.saintmary.cl,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
payee-portal-halifax.com,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1
aladdinstar.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
sieck-kuehlsysteme.de,0,0,1,4,0,0,0,1,1,1,1,1,0,0,1,0,1
greatmusica.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
impotspublicservice.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
chungcuvinhomessmartcity.com.vn,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
renwencaifu.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
rulesfb-77gki17is9hhmju.webport.ca,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
coinly.cz,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
webemail7.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
ts.hust.edu.vn,0,0,1,12,0,0,0,0,1,0,1,1,1,0,1,0,1
mixi.guru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
withyoumall.tosetupamazoncard.xyz,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
crg.co.uk,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
newonline-restrict-payee.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
biolinky.co,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
cuddl.id,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
drumairabubakar.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
bakerrecklaw.com,0,1,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
saferways.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
pleitolegal.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
carwash.tv,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
verify-securelogin.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
updat-02-billing.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
grubwhatsapp18.mrslove.com,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
gabona-ca.000webhostapp.com,0,0,1,6,0,0,0,1,1,1,1,1,0,0,1,0,1
sheilagmahan.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
le-diablotin-rouen.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
moreinterestworg.gb.net,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
67deac72043739575.tempsite.link,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
radforddoors.cl,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
grupdewasa783.duckdns.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
hm.ru,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
fb-status-ii0qeos7.juliascloset.lk,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
s.id,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
activefb-669617056.sunconstanta.ro,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
akmsystems.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
51jianli.cn,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
metamask.cloud,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
identifiez-vous-avec-votre-compte.yolasite.com,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
ukroyalmail-redelivery.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
lloydbank-reviewsupport.com,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1
dvla.support-schemeuk.com,0,0,1,4,0,0,0,1,1,1,1,1,0,0,1,0,1
3glite.wapka.co,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
dismiss-new-payee.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
truckcalling.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
netinternank.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
livraisonexpress.customervalidationprotocol.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
2step-authentication.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
saagksa.com,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
aiyori.org,0,0,1,3,0,0,0,0,1,0,1,1,1,0,1,0,1
voipoid.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
xj33w.mjt.lu,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
paksarhadgoods.duskypot.com,0,1,1,4,0,0,1,0,1,1,1,1,0,0,1,0,1
139.191.122.34.bc.googleusercontent.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
sites.google.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
894f2824690f4f688cb014399e893234.svc.dynamics.com,0,1,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
thousandscolors.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
portalon.tk,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
thecreationentertainments.com,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
arcomindia.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
ftp.warfacebonus.hop.ru,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
taijishentie.com,0,0,1,2,1,0,0,0,1,1,1,1,0,0,1,0,1
dvla.support-schemeuk.com,0,0,1,4,0,0,0,1,1,1,1,1,0,0,1,0,1
littlefoots.ru:443,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
signin.eday.co.uk.ws.eayi.sapi.dllsigninusing.ssl.fssrastwcsuc3rhv9wrsrgiazqxrnov.dudoso.ml,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.do,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
guazi168.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
galen.co.ke,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
karacacomunicacao.com.br,0,0,1,8,0,0,0,0,1,1,1,1,0,0,1,0,1
canceldevice.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
templatent.com,0,0,1,2,0,0,1,0,1,1,1,1,0,0,1,0,1
pagopersonasporinternet.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
13.66.28.137,0,0,1,2,1,0,0,0,1,1,1,1,0,0,1,0,1
8010361370310234068010361370310234.blogspot.be,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bbfunding-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
saifglobalsports.com,0,0,1,5,0,0,0,0,1,1,1,1,1,0,1,0,1
serveur987452.flywheelsites.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
verify.esignin.stucksoft.com,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
theavon.co.zw,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
littlefoots.ru,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
paypalverification.allgamescheaper.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
nocontent-mullzsiy.velocityhub.com,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
rm-firstclass.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
brighant.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
amaznde-com.webs.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
prosto-i-vkusno.com,0,0,0,2,1,0,0,1,1,0,1,1,0,0,1,0,1
roupakids.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
612050612050612050612050612050612050-dot-onk89909.wn.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1
secure-unauthorisedpayment.com,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1
pramitmedicalstore.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
olxpl.delivery-z.me,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
mail.bokep-viral-jordi-alaba.duckdns.org,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
ebay.nascohvac.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
review-payeeinfo.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
birrasalentoshop.it,0,0,1,6,0,0,0,0,1,1,1,1,1,0,1,0,1
kashmir-packages.com,0,0,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
amazon5.gq,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
schaaf.ch.net2care.com,0,0,1,3,1,0,0,0,1,1,1,1,0,0,1,0,1
mail.lloydsplc-authorisation.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
gwisalltrack.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
scouts.org.sv,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
madrugadaolanches.com.br,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
jamescamacho28.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
whatsap-group.dubya.info,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
smmsvocal.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
creativecombat.com,0,1,1,4,0,0,1,0,1,1,1,1,0,0,1,0,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
godeaug.org,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
goliathbusinesscapital.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
equalchances.org,0,0,0,4,0,0,0,0,1,1,1,1,0,0,1,0,1
185.177.54.9,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
taijishentie.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
matbetgir1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
kurortnoye.com.ua,0,1,1,3,0,0,1,0,1,1,1,1,1,0,1,0,1
51jianli.cn,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
loydsbank.co.uk-deregister.net,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
sites.google.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
financialone.com.hk,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
wp1.j1115229.m9r2m.spectrum.myjino.ru,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
firelinebailbonds.net,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
cpanel.telephone-sfr.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
hidroconsultoria.com.br,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
c985-endesa-vente-en-ligne.wbc-prod.com,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
services.runescape.com-oc.ru,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
meetme.run,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
authenticateonlinesecure.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
kecmanijada.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
forms.office.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
tsayfcg-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
jameswlka.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
pp-limited-resolve.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
homs.com.br,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
forms.office.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
crystalmirror.ga,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
sbhra.net,0,0,1,4,0,0,0,0,1,1,1,1,1,0,1,0,1
atefnet.com,0,0,1,4,0,0,1,0,1,1,1,1,0,0,1,0,1
haliuk-secure-device.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
pl.m-olx.ga,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
redcorpabogados.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
allstarlax.com,0,0,1,4,0,0,1,0,1,0,1,1,0,0,1,0,1
ebay.dll.singin.de.pms-mingkee.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
drcarmenmora.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia,0,0,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
vocalorangemail.site.bm,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
taijishentie.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
signifyteleprompt-expired.firebaseapp.com,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
thepaperdesign.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
wawrunner1.000webhostapp.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
n26-particuluar-n26-personal-own.boxofbusinessblogs.com,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1
forms.gle,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
romatermit.ro,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
pubgmbest15.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
re-redirection-pp-account-id98763432.blogspot.com,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1
registresuabanda.com.br,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
kalyanisolarpower.com,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
baqala.me,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
hkubalbpbgk3tvuxn6pyosa2we-adwhj77lcyoafdy-www-paypal-com.translate.goog,0,0,1,4,0,0,0,1,1,1,1,1,0,0,1,0,1
posadalalucia.com.ar,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
secure.runescape.com-vzla.ru,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
aishwaryainteriors.in,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
wypadki24.e-kei.pl,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
vcv-custom.cl,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,0,1
ftp.mixi.guru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
invite.viber.com,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
universalcenterofspirituality.org,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
group-bokep-wa.zzux.com,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1
nocontent-gyuenowf.velocityhub.com,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
joinngrubwa.itsaol.com,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
easyurl.me,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
texasfreedomrun.com,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
s.id,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
ccs-k12-in-us-bl.ml,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
yetpack.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
portalon.tk,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
cleanupcongresspac.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
olx.pl-mobile.org,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
vipfbtools.com,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
autolikesfree.net,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
nordcity.by,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
aecbank.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
onedocsb.atwebpages.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
windowsupdateerror.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
irequest-beneficiary-removal.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
payee-alert-reverse-secure.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
successgroup.org,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
melodika.com.tr,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
51jianli.cn,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
veerifikasi-fb89.gq,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
dopeydog.co.nz,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
xhmnu.mjt.lu,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
free-time24.de,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
cyrela-imoveis.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
104.210.156.9,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
royalmail-confirm.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
composito.com.br,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
kuchkuchnights.com,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
d5e5ecb84884425f98768108f081a87a.svc.dynamics.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
nocontent-rztwjtyn.velocityhub.com,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
annaer.amazocnm.top,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
soo.gd,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
trilles157.typeform.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
spkfod.coms.cso.gov.tt,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
mail.18-grup.whatsapp-bkp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
lazarus.co.zw,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
us-clbc.ebanking-services.com.ibitipocachales.net,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
monthly-o2-billingupdate.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
